57.88546256,97.96893668
78.50220264,243.7275986
96.74008811,275.9856631
114.9779736,253.2855436
128.4581498,218.6379928
141.938326,186.3799283
162.5550661,166.0692951
180.7929515,198.3273596
194.2731278,242.5328554
207.753304,280.7646356
222.8193833,291.5173238
256.123348,272.4014337
291.8061674,267.6224612
305.2863436,298.6857826
337.7973568,334.5280765
345.7268722,366.786141
351.277533,400.2389486
364.7577093,424.1338112
374.2731278,400.2389486
389.339207,376.344086
408.3700441,390.6810036
426.6079295,366.786141
445.6387665,333.3333333
459.9118943,336.9175627
476.5638767,371.5651135
514.6255507,389.4862605
536.8281938,416.9653524
558.2378855,449.223417
576.4757709,486.260454
588.3700441,517.3237754
619.2951542,550.776583
624.0528634,581.8399044
640.7048458,600.9557945
653.3920705,622.4611708
669.2511013,663.0824373
683.5242291,718.0406213
698.5903084,768.2198327
709.69163,821.9832736
724.7577093,870.9677419
741.4096916,891.2783751
767.5770925,915.1732378
792.9515419,928.3154122
802.4669604,899.6415771
826.2555066,874.5519713
834.9779736,854.2413381
850.0440529,819.5937873
878.5903084,820.7885305
896.0352423,841.0991637
900,2000
