0,0
4,0
8,0
12,0
16,0
20,5.4694
24,13.743
28,22.303
32,31.855
36,51.338
40,76.479
44,112.84
48,160.49
52,212.74
56,269.26
60,296.61
64,329.9
68,373.01
72,402.8
76,427.57
80,463.56
84,494.89
88,526.16
92,579.48
96,659.82
100,745.56
104,811.47
108,929.09
112,1082.2
116,1243.7
120,1453.3
124,1616.9
128,1801.5
132,2245.2
136,2196.3
140,2175.8
144,2331.8
148,2259.9
152,2187.3
156,2085.7
160,2108.8
164,2137.9
168,2137.5
172,2122.7
176,2075.8
180,2087
184,2146.3
188,2165.3
192,2139
196,2155
200,2191.4
204,2183.3
208,2060.7
212,1965.6
216,1860.5
220,1786.4
224,1734.9
228,1644.5
232,1599.2
236,1543
240,1463.4
244,1396.8
248,1323.4
252,1273.6
256,1206.4
260,1151.6
264,1124.6
268,1078.3
272,1034.1
276,1013.5
280,973.72
284,935.07
288,909.89
292,885.74
296,844.42
300,809.1
304,781.5
308,751.49
312,724.94
316,700.7
320,683.31
324,660.33
328,643.5
332,623.04
336,598.21
340,587.87
344,568.36
348,553.7
352,548.88
356,531.03
360,515.71
364,508.49
368,504.65
372,496.59
376,493.81
380,491.23
384,485.76
388,485.09
392,482.78
396,479.74
400,482.25
404,481.32
408,478.29
412,479.67
416,481.97
420,487.02
424,482.82
428,481.48
432,492.55
436,499.97
440,516.53
444,532.56
448,539.47
452,550.65
456,558.76
460,561.16
464,566.69
468,572.51
472,566.82
476,569.2
480,570.74
484,574.05
488,583.34
492,578.21
496,589.99
500,590.6
504,592.62
508,601.49
512,609.37
516,606.08
520,603.36
524,604.3
528,603.64
532,606.73
536,606.72
540,589.69
544,584.94
548,579.69
552,578.6
556,571.75
560,565.41
564,547.83
568,521.24
572,505.18
576,489.8
580,480.37
584,478.21
588,465.76
592,457.19
596,452.55
600,446.69
604,436.34
608,431.13
612,423.17
616,419.05
620,419
624,407.34
628,401.06
632,392.79
636,386.74
640,374.43
644,366.03
648,367.78
652,363.96
656,355.82
660,352.99
664,345.49
668,341.03
672,338.17
676,330.68
680,322.39
684,320.59
688,316.55
692,310.49
696,308.12
700,300.76
704,296.95
708,291.49
712,289.75
716,285.23
720,279.6
724,279.49
728,278.29
732,271.29
736,269.49
740,267.83
744,263.94
748,260.39
752,254.66
756,251.44
760,250.27
764,252.26
768,252.98
772,254.1
776,250.37
780,249.57
784,252.05
788,252.54
792,249.62
796,251
800,251.37
804,252.38
808,247.96
812,247.57
816,245.41
820,243.89
824,236.05
828,233.51
832,232.19
836,231.43
840,230.35
844,231.19
848,231.48
852,231.18
856,228.5
860,226.59
864,222.12
868,218.62
872,218.54
876,217.36
880,211.11
884,208.09
888,212.94
892,210.02
896,207.06
900,206.25
904,208.97
908,204.43
912,204.77
916,206.61
920,206.76
924,206.15
928,205.16
932,204.15
936,206.73
940,205.1
944,194.66
948,192.87
952,196.14
956,196.55
960,194.75
964,196.54
968,195.01
972,194.4
976,196.28
980,194.54
984,186.75
988,184.45
992,188.8
996,186.89
1000,184.06
1004,186.66
1008,181.54
1012,180.38
1016,184.81
1020,185.84
1024,182.53
1028,182.22
1032,187.02
1036,186.01
1040,185.55
1044,186.66
1048,184.63
1052,182.41
1056,183.07
1060,185.69
1064,184.8
1068,178.25
1072,174.78
1076,181.33
1080,180.28
1084,176.92
1088,177.28
1092,177.47
1096,175.15
1100,173
1104,176.27
1108,169.26
1112,170.28
1116,173.83
1120,174.74
1124,174.46
1128,178.89
1132,178.35
1136,178.5
1140,171.19
1144,171.3
1148,167.89
1152,172.59
1156,172.03
1160,171.48
1164,169.11
1168,171.45
1172,173.45
1176,171.92
1180,172.66
1184,168.44
1188,166.95
1192,168.14
1196,165.45
1200,165.27
1204,161.65
1208,164.76
1212,170.08
1216,171.44
1220,174.71
1224,176.05
1228,176.03
1232,172.09
1236,168.03
1240,168.42
1244,176.32
1248,181.88
1252,184.17
1256,183.21
1260,179.3
1264,178.77
1268,178.77
1272,178.61
1276,182.37
1280,178.05
1284,182.04
1288,181.76
1292,178.26
1296,177.24
1300,179.28
1304,179.83
1308,178.54
1312,178.49
1316,177.33
1320,175.43
1324,174.62
1328,174.79
1332,175.47
1336,170.1
1340,168.44
1344,169.15
1348,169.1
1352,172.41
1356,172.1
1360,168.07
1364,166.65
1368,166.37
1372,168.82
1376,167.31
1380,161.41
1384,161.74
1388,163.04
1392,162.3
1396,160.83
1400,158.26
1404,160.06
1408,155.78
1412,156.31
1416,155.04
1420,152.16
1424,152.05
1428,148.63
1432,147.47
1436,144.29
1440,146.89
1444,150.54
1448,148.58
1452,151.11
1456,0
1460,0
1464,0
1468,0
1472,0
